Frame,Conf,X,Y,Width,Height,ID,ID_Norm
197,0.845703125,699,316,118,93,10,8
197,0.67919921875,499,245,67,56,17,1
197,0.8291015625,575,279,84,59,34,5
197,0.79443359375,403,254,73,52,38,7
197,0.546875,350,228,57,45,72,9
197,0.82421875,1707,373,160,98,97,0
198,0.93017578125,1017,602,312,212,5,4
198,0.9013671875,690,416,186,136,7,6
198,0.662109375,861,237,45,34,8,2
198,0.65478515625,739,216,38,34,9,3
198,0.763671875,702,317,118,95,10,8
198,0.71533203125,500,245,69,57,17,1
198,0.830078125,576,280,85,59,34,5
198,0.76904296875,404,255,74,52,38,7
198,0.53515625,350,228,57,44,72,9
198,0.78515625,1699,373,159,96,97,0
199,0.93115234375,1028,607,317,214,5,4
199,0.9052734375,694,418,187,137,7,6
199,0.71533203125,860,237,44,34,8,2
199,0.732421875,738,216,37,34,9,3
199,0.75927734375,704,318,120,96,10,8
199,0.5888671875,502,245,69,58,17,1
199,0.81396484375,578,280,85,60,34,5
199,0.77734375,404,255,73,51,38,7
199,0.81640625,1692,370,161,99,97,0
200,0.931640625,1038,613,321,217,5,4
200,0.900390625,698,420,189,139,7,6
200,0.67919921875,858,237,44,34,8,2
200,0.689453125,737,216,37,34,9,3
200,0.84814453125,707,319,121,96,10,8
200,0.66357421875,503,246,69,58,17,1
200,0.82763671875,579,281,86,60,34,5
200,0.76611328125,405,256,74,52,38,7
200,0.83544921875,1684,367,158,99,97,0
201,0.93310546875,1048,619,326,220,5,4
201,0.9111328125,702,422,192,140,7,6
201,0.65673828125,857,236,44,34,8,2
201,0.70556640625,737,216,37,33,9,3
201,0.83740234375,709,320,122,96,10,8
201,0.615234375,503,246,69,59,17,1
201,0.8291015625,581,282,86,61,34,5
201,0.78662109375,406,256,74,53,38,7
201,0.85205078125,1677,366,156,99,97,0
201,0.57373046875,1902,404,31,58,121,9
202,0.92431640625,1061,625,334,222,5,4
202,0.91162109375,706,424,194,140,7,6
202,0.75634765625,856,236,42,34,8,2
202,0.70068359375,736,216,37,32,9,3
202,0.81396484375,712,321,122,95,10,8
202,0.56396484375,505,247,71,60,17,1
202,0.85205078125,583,283,88,60,34,5
202,0.78271484375,406,256,73,53,38,7
202,0.81396484375,1669,364,156,100,97,0
202,0.6689453125,1900,401,38,65,121,9
203,0.92578125,1072,631,338,225,5,4
203,0.9072265625,710,426,195,142,7,6
203,0.7138671875,856,236,44,34,8,2
203,0.69580078125,735,216,37,32,9,3
203,0.8681640625,716,322,122,96,10,8
203,0.63330078125,506,247,71,60,17,1
203,0.84375,585,283,88,60,34,5
203,0.796875,407,256,74,53,38,7
203,0.8291015625,1662,364,156,97,97,0
203,0.5947265625,1896,397,45,69,121,9
204,0.9267578125,1082,637,342,229,5,4
204,0.9052734375,714,426,197,143,7,6
204,0.76611328125,855,234,43,33,8,2
204,0.7373046875,734,214,37,32,9,3
204,0.81884765625,719,321,122,97,10,8
204,0.546875,507,245,71,60,17,1
204,0.830078125,586,282,88,62,34,5
204,0.82080078125,409,255,73,53,38,7
204,0.7216796875,1654,363,153,94,97,0
204,0.7294921875,1891,396,52,72,121,9
205,0.927734375,1093,644,347,231,5,4
205,0.90869140625,719,429,198,146,7,6
205,0.80419921875,853,234,41,32,8,2
205,0.6533203125,734,214,37,33,9,3
205,0.845703125,722,321,123,98,10,8
205,0.845703125,588,282,89,62,34,5
205,0.83349609375,410,256,73,53,38,7
205,0.521484375,355,227,59,46,72,10
205,0.84375,1646,363,149,90,97,0
205,0.63525390625,1887,395,60,73,121,9
206,0.93017578125,1106,650,354,235,5,4
206,0.9013671875,723,432,201,147,7,6
206,0.71044921875,853,234,41,33,8,2
206,0.673828125,734,214,37,33,9,3
206,0.85009765625,726,323,124,98,10,8
206,0.556640625,509,246,72,61,17,1
206,0.8388671875,590,283,90,61,34,5
206,0.80908203125,410,256,74,53,38,7
206,0.53515625,459,233,49,39,74,11
206,0.8232421875,1640,362,149,89,97,0
206,0.513671875,1884,395,69,73,121,9
207,0.9248046875,1119,657,359,239,5,4
207,0.9033203125,728,435,203,147,7,6
207,0.67578125,851,234,41,33,8,2
207,0.56201171875,732,213,37,33,9,3
207,0.8017578125,729,324,125,98,10,8
207,0.521484375,510,246,73,61,17,1
207,0.83203125,592,284,91,61,34,5
207,0.80419921875,411,255,75,53,38,7
207,0.56787109375,460,233,49,39,74,11
207,0.806640625,1632,361,149,88,97,0
207,0.67724609375,1880,394,76,74,121,9
208,0.9326171875,1131,664,364,242,5,4
208,0.90478515625,731,437,205,148,7,6
208,0.67578125,849,234,41,32,8,2
208,0.61669921875,731,213,37,33,9,3
208,0.77880859375,731,324,127,97,10,8
208,0.541015625,511,247,74,61,17,1
208,0.8427734375,593,285,92,62,34,5
208,0.8017578125,412,256,74,54,38,7
208,0.5234375,460,233,49,38,74,11
208,0.81298828125,1624,361,147,86,97,0
208,0.7646484375,1874,393,83,74,121,9
209,0.931640625,1145,671,372,246,5,4
209,0.9130859375,736,440,206,149,7,6
209,0.67578125,850,233,41,32,8,2
209,0.8056640625,735,324,127,97,10,8
209,0.83544921875,596,285,92,62,34,5
209,0.806640625,413,256,73,54,38,7
209,0.56005859375,462,233,49,39,74,11
209,0.79931640625,1618,360,146,86,97,0
209,0.65673828125,1872,392,91,73,121,9
210,0.93115234375,1159,679,379,251,5,4
210,0.91064453125,741,442,208,150,7,6
210,0.638671875,849,233,41,32,8,2
210,0.75927734375,738,325,127,98,10,8
210,0.60205078125,514,247,73,62,17,1
210,0.83740234375,598,285,91,63,34,5
210,0.7958984375,414,257,75,55,38,7
210,0.609375,462,233,50,39,74,11
210,0.7880859375,1611,358,144,87,97,0
210,0.7490234375,1869,391,98,73,121,9
211,0.93359375,1172,687,386,254,5,4
211,0.9111328125,746,444,210,152,7,6
211,0.56396484375,848,233,41,32,8,2
211,0.62060546875,741,326,128,99,10,8
211,0.66552734375,516,248,73,62,17,1
211,0.822265625,599,286,93,64,34,5
211,0.76220703125,414,257,75,56,38,7
211,0.55078125,463,234,50,40,74,11
211,0.78271484375,1604,356,145,87,97,0
211,0.66552734375,1865,390,106,72,121,9
212,0.92724609375,1187,696,392,259,5,4
212,0.90869140625,751,448,213,153,7,6
212,0.59619140625,847,232,41,32,8,2
212,0.60595703125,730,213,37,33,9,3
212,0.7265625,744,327,129,100,10,8
212,0.6533203125,517,249,74,62,17,1
212,0.83642578125,601,287,93,64,34,5
212,0.76611328125,415,258,74,55,38,7
212,0.55810546875,464,234,51,39,74,11
212,0.77978515625,1596,355,144,87,97,0
212,0.73583984375,1862,390,113,74,121,9
213,0.931640625,1202,704,398,263,5,4
213,0.9052734375,756,450,215,154,7,6
213,0.609375,846,232,41,32,8,2
213,0.525390625,729,213,37,33,9,3
213,0.70263671875,748,329,130,100,10,8
213,0.5908203125,519,249,76,61,17,1
213,0.83349609375,603,287,94,64,34,5
213,0.7744140625,417,259,74,54,38,7
213,0.51171875,464,235,51,40,74,11
213,0.806640625,1591,355,141,86,97,0
214,0.927734375,1217,712,408,269,5,4
214,0.8974609375,762,453,219,155,7,6
214,0.6259765625,845,232,42,32,8,2
214,0.5908203125,729,213,37,33,9,3
214,0.57958984375,751,330,130,100,10,8
214,0.63720703125,519,250,76,61,17,1
214,0.81884765625,606,288,93,65,34,5
214,0.78125,417,260,75,54,38,7
214,0.51171875,359,230,61,48,72,9
214,0.55810546875,465,236,48,40,74,11
214,0.78271484375,1583,353,142,87,97,0
214,0.71875,1855,389,126,75,121,10
215,0.93505859375,1232,722,418,274,5,4
215,0.90869140625,767,457,220,158,7,6
215,0.59619140625,844,232,42,32,8,2
215,0.60400390625,755,331,131,101,10,8
215,0.6533203125,521,251,76,62,17,1
215,0.80810546875,608,289,92,66,34,5
215,0.75927734375,418,260,76,56,38,7
215,0.57177734375,360,231,62,48,72,9
215,0.55810546875,466,237,51,40,74,11
215,0.74462890625,1577,351,139,90,97,0
215,0.79443359375,1849,388,128,74,121,10
216,0.93310546875,1248,731,424,278,5,4
216,0.91162109375,771,460,221,160,7,6
216,0.57958984375,843,232,43,32,8,2
216,0.59619140625,727,214,37,32,9,3
216,0.5947265625,758,333,133,102,10,8
216,0.66015625,522,251,76,63,17,1
216,0.806640625,610,290,93,65,34,5
216,0.75341796875,419,260,76,56,38,7
216,0.63720703125,360,231,60,47,72,9
216,0.57568359375,467,237,52,40,74,11
216,0.7890625,1571,350,138,89,97,0
216,0.60595703125,1842,387,129,74,121,10
217,0.93603515625,1265,741,431,285,5,4
217,0.91064453125,777,463,223,161,7,6
217,0.56201171875,842,232,43,32,8,2
217,0.5947265625,726,214,38,32,9,3
217,0.68408203125,763,335,133,103,10,8
217,0.708984375,523,252,76,63,17,1
217,0.79052734375,612,291,92,65,34,5
217,0.75048828125,420,261,76,56,38,7
217,0.56787109375,361,232,61,48,72,9
217,0.5908203125,468,238,52,41,74,11
217,0.83544921875,1565,347,139,92,97,0
217,0.7919921875,1835,386,129,75,121,10
218,0.935546875,1282,751,440,290,5,4
218,0.9091796875,782,466,226,163,7,6
218,0.5888671875,841,233,42,32,8,2
218,0.509765625,726,214,39,32,9,3
218,0.66357421875,766,336,134,105,10,8
218,0.71533203125,525,253,77,63,17,1
218,0.81298828125,614,292,93,65,34,5
218,0.75048828125,420,262,76,57,38,7
218,0.548828125,361,232,62,48,72,9
218,0.53125,469,239,51,41,74,11
218,0.8017578125,1559,348,138,89,97,0
218,0.76611328125,1828,385,128,74,121,10
219,0.556640625,610,186,50,48,2,12
219,0.9345703125,1299,762,451,296,5,4
219,0.9091796875,787,469,229,164,7,6
219,0.6259765625,841,233,42,32,8,2
219,0.76611328125,525,254,78,63,17,1
219,0.810546875,615,293,95,66,34,5
219,0.76220703125,422,263,77,57,38,7
219,0.548828125,361,233,61,48,72,9
219,0.5078125,470,239,51,41,74,11
219,0.80078125,1552,347,138,89,97,0
219,0.662109375,1820,385,128,75,121,10
220,0.5849609375,610,187,50,48,2,12
220,0.93359375,1317,772,458,300,5,4
220,0.91162109375,792,473,231,165,7,6
220,0.60205078125,839,233,42,32,8,2
220,0.6826171875,773,340,137,107,10,3
220,0.76904296875,526,254,78,64,17,1
220,0.810546875,616,294,97,68,34,5
220,0.7919921875,422,264,78,57,38,7
220,0.60400390625,361,234,60,49,72,9
220,0.80322265625,1547,346,137,89,97,0
220,0.69287109375,1812,384,124,74,121,10
221,0.61669921875,610,187,52,48,2,12
221,0.92919921875,1337,784,470,309,5,4
221,0.91796875,798,477,233,167,7,6
221,0.61328125,839,233,41,32,8,2
221,0.67041015625,777,342,137,108,10,3
221,0.78125,528,255,78,65,17,1
221,0.8173828125,618,295,98,68,34,5
221,0.79052734375,424,264,79,58,38,7
221,0.66552734375,362,234,60,48,72,9
221,0.78271484375,1540,346,135,87,97,0
221,0.767578125,1807,383,122,74,121,10
222,0.59619140625,610,188,52,49,2,12
222,0.9345703125,1356,795,482,316,5,4
222,0.9150390625,804,480,235,169,7,6
222,0.57763671875,838,233,41,32,8,2
222,0.7841796875,781,344,138,109,10,3
222,0.81640625,529,256,79,64,17,1
222,0.80419921875,620,296,100,68,34,5
222,0.79443359375,425,265,79,59,38,7
222,0.6689453125,363,235,61,47,72,9
222,0.830078125,1533,346,133,85,97,0
222,0.5546875,1800,382,121,74,121,10
223,0.56201171875,610,188,51,49,2,12
223,0.9365234375,1378,806,491,321,5,4
223,0.916015625,809,484,238,170,7,6
223,0.57177734375,837,233,41,32,8,2
223,0.6298828125,784,346,139,110,10,3
223,0.77880859375,530,257,79,64,17,1
223,0.806640625,621,297,101,68,34,5
223,0.7919921875,426,266,80,59,38,7
223,0.65673828125,363,235,61,47,72,9
223,0.79052734375,1527,344,132,85,97,0
223,0.66015625,1793,381,121,73,121,10
224,0.521484375,610,187,50,48,2,12
224,0.93310546875,1397,817,501,327,5,4
224,0.9208984375,815,487,240,171,7,6
224,0.7841796875,532,258,80,64,17,1
224,0.80419921875,623,298,101,68,34,5
224,0.79833984375,426,267,80,58,38,7
224,0.61865234375,362,236,61,48,72,9
224,0.8115234375,1521,342,131,88,97,0
224,0.7705078125,1785,379,121,73,121,10
225,0.9306640625,1419,831,515,332,5,4
225,0.9111328125,822,490,243,173,7,6
225,0.53515625,835,233,41,32,8,2
225,0.74169921875,534,258,79,65,17,1
225,0.79443359375,627,300,98,68,34,5
225,0.77880859375,427,267,79,57,38,7
225,0.640625,362,236,61,48,72,9
225,0.80419921875,1515,341,133,88,97,0
225,0.689453125,1779,379,121,72,121,10
226,0.9375,1443,845,528,340,5,4
226,0.9140625,828,494,247,175,7,6
226,0.5830078125,834,234,41,32,8,2
226,0.505859375,720,215,36,30,9,3
226,0.615234375,796,352,142,113,10,8
226,0.77734375,536,259,80,65,17,1
226,0.80908203125,630,301,99,68,34,5
226,0.77197265625,428,268,80,58,38,7
226,0.65478515625,364,237,61,49,72,9
226,0.7958984375,1509,342,132,85,97,0
226,0.767578125,1773,379,120,72,121,10
227,0.9306640625,1467,859,543,349,5,4
227,0.91796875,834,497,249,177,7,6
227,0.57177734375,833,234,41,32,8,2
227,0.513671875,719,215,35,30,9,3
227,0.7216796875,801,353,143,114,10,8
227,0.7841796875,537,260,80,65,17,1
227,0.81884765625,632,301,98,69,34,5
227,0.78271484375,428,269,79,58,38,7
227,0.66552734375,365,237,63,49,72,9
227,0.51171875,479,244,52,41,74,11
227,0.8291015625,1502,341,131,84,97,0
227,0.533203125,1766,378,118,71,121,10
228,0.9345703125,1492,873,557,357,5,4
228,0.91259765625,840,501,252,178,7,6
228,0.673828125,805,354,146,115,10,8
228,0.80322265625,537,261,80,65,17,1
228,0.81884765625,635,302,98,69,34,5
228,0.78125,429,270,79,58,38,7
228,0.6298828125,366,238,64,48,72,9
228,0.55078125,480,245,51,41,74,11
228,0.7890625,1497,339,131,86,97,0
228,0.7294921875,1759,377,117,71,121,10
229,0.9384765625,1518,886,573,361,5,4
229,0.90576171875,847,505,254,181,7,6
229,0.81396484375,808,356,145,116,10,8
229,0.80810546875,538,262,80,65,17,1
229,0.80810546875,638,303,100,70,34,5
229,0.7841796875,430,270,79,58,38,7
229,0.62451171875,366,239,64,48,72,9
229,0.82421875,1491,338,131,85,97,0
229,0.73095703125,1752,376,117,70,121,10
230,0.931640625,1544,895,589,357,5,4
230,0.9052734375,854,510,257,183,7,6
230,0.556640625,830,234,41,31,8,2
230,0.84912109375,813,358,146,117,10,8
230,0.7578125,540,262,81,66,17,1
230,0.80419921875,639,305,99,70,34,5
230,0.78515625,431,271,79,59,38,7
230,0.57958984375,366,239,63,49,72,9
230,0.50390625,483,245,52,41,74,3
230,0.8388671875,1485,339,129,82,97,0
230,0.69775390625,1746,375,115,70,121,10
231,0.93115234375,1571,902,607,346,5,4
231,0.9072265625,860,514,262,184,7,6
231,0.544921875,829,234,41,31,8,2
231,0.8173828125,817,360,148,117,10,8
231,0.7734375,541,262,81,66,17,1
231,0.82080078125,642,306,100,70,34,5
231,0.796875,431,271,80,59,38,7
231,0.548828125,367,240,64,49,72,9
231,0.81298828125,1481,338,128,81,97,0
231,0.56005859375,1740,374,114,70,121,10
232,0.9306640625,1600,909,622,336,5,4
232,0.916015625,867,518,266,187,7,6
232,0.515625,828,234,40,31,8,2
232,0.85302734375,821,361,149,118,10,8
232,0.77978515625,543,263,83,66,17,1
232,0.80908203125,644,307,101,71,34,5
232,0.7890625,432,272,80,59,38,7
232,0.552734375,368,240,66,49,72,9
232,0.76220703125,1475,338,127,79,97,0
232,0.80419921875,1733,373,114,71,121,10
233,0.93310546875,1614,915,610,324,5,4
233,0.91552734375,874,522,268,188,7,6
233,0.5078125,827,234,41,31,8,2
233,0.85302734375,826,362,151,119,10,8
233,0.79931640625,545,263,82,66,17,1
233,0.80908203125,646,307,102,71,34,5
233,0.806640625,433,272,80,60,38,7
233,0.68408203125,369,240,66,49,72,9
233,0.5234375,485,246,53,43,74,3
233,0.7548828125,1469,337,126,79,97,0
233,0.7744140625,1728,372,114,70,121,10
234,0.92724609375,1625,921,588,310,5,4
234,0.91748046875,881,526,270,190,7,6
234,0.53515625,826,234,41,31,8,2
234,0.87255859375,830,364,152,119,10,8
234,0.78515625,546,264,84,68,17,1
234,0.81640625,649,308,102,71,34,5
234,0.810546875,434,273,81,59,38,7
234,0.716796875,369,240,65,50,72,9
234,0.7919921875,1464,336,123,80,97,0
234,0.72802734375,1722,372,114,70,121,10
235,0.93017578125,1637,929,565,296,5,4
235,0.92626953125,888,530,273,193,7,6
235,0.82666015625,835,365,153,120,10,8
235,0.77880859375,547,264,84,68,17,1
235,0.80322265625,651,309,102,71,34,5
235,0.81396484375,435,274,82,59,38,7
235,0.6943359375,369,241,64,50,72,9
235,0.75927734375,1458,335,122,79,97,0
235,0.80419921875,1715,371,114,69,121,10
235,0.51171875,1881,406,74,89,134,3
236,0.9306640625,1649,935,540,280,5,4
236,0.9248046875,896,534,277,195,7,6
236,0.86328125,839,367,153,120,10,8
236,0.81298828125,550,265,85,68,17,1
236,0.82568359375,653,309,103,71,34,5
236,0.7880859375,436,274,83,60,38,7
236,0.68408203125,369,241,63,51,72,9
236,0.77880859375,1453,333,124,81,97,0
236,0.7958984375,1710,370,112,69,121,10
237,0.93115234375,1661,941,516,264,5,4
237,0.92626953125,903,538,281,198,7,6
237,0.5234375,823,233,41,30,8,2
237,0.875,844,369,155,121,10,8
237,0.78515625,551,265,85,69,17,1
237,0.8310546875,656,310,103,71,34,5
237,0.79296875,437,275,82,60,38,7
237,0.638671875,369,241,63,51,72,9
237,0.79833984375,1448,331,123,84,97,0
237,0.54296875,1703,369,111,68,121,10
237,0.56982421875,1870,404,94,90,134,3
238,0.92822265625,1674,948,490,249,5,4
238,0.92724609375,912,542,285,200,7,6
238,0.55078125,823,233,40,30,8,2
238,0.89111328125,848,370,158,122,10,8
238,0.7734375,553,265,85,70,17,1
238,0.8388671875,659,311,104,72,34,5
238,0.79296875,438,275,82,61,38,7
238,0.6298828125,370,241,64,50,72,9
238,0.5078125,491,249,53,44,74,11
238,0.78515625,1442,330,120,83,97,0
238,0.61865234375,1697,368,111,68,121,10
238,0.55078125,1866,402,103,89,134,3
239,0.92236328125,1689,956,461,233,5,4
239,0.92724609375,920,546,288,202,7,6
239,0.8896484375,853,372,159,124,10,8
239,0.75048828125,554,266,86,71,17,1
239,0.82421875,662,312,105,72,34,5
239,0.79296875,439,275,83,61,38,7
239,0.6513671875,371,241,64,50,72,9
239,0.53125,492,249,53,45,74,11
239,0.78271484375,1437,330,120,80,97,0
239,0.767578125,1691,366,110,69,121,10
239,0.556640625,1862,401,112,90,134,3
240,0.87890625,1703,964,433,216,5,4
240,0.92578125,928,551,292,206,7,6
240,0.51171875,821,232,42,31,8,2
240,0.87255859375,858,373,159,125,10,8
240,0.70068359375,555,266,85,70,17,1
240,0.81982421875,664,313,105,72,34,5
240,0.77587890625,440,276,82,61,38,7
240,0.5869140625,371,242,64,50,72,9
240,0.740234375,1432,328,122,83,97,0
240,0.74169921875,1685,365,112,69,121,10
240,0.57568359375,1857,399,123,90,134,3
241,0.8984375,1719,974,400,200,5,4
241,0.92236328125,936,556,296,207,7,6
241,0.89013671875,863,375,161,125,10,8
241,0.74169921875,556,266,86,70,17,1
241,0.83203125,667,314,105,73,34,5
241,0.79296875,441,276,83,62,38,7
241,0.67236328125,372,241,64,51,72,9
241,0.51953125,495,249,55,45,74,11
241,0.7744140625,1427,327,120,83,97,0
241,0.658203125,1680,364,109,68,121,10
241,0.5234375,1852,399,133,89,134,3
242,0.841796875,1736,983,366,182,5,4
242,0.921875,945,560,299,211,7,6
242,0.845703125,868,376,162,126,10,8
242,0.76220703125,558,267,85,71,17,1
242,0.830078125,670,314,106,73,34,5
242,0.79833984375,442,276,84,61,38,7
242,0.64794921875,372,241,65,51,72,9
242,0.54296875,496,249,55,45,74,11
242,0.796875,1423,326,119,83,97,0
242,0.8115234375,1674,363,108,67,121,10
242,0.73876953125,1848,399,141,92,134,3
243,0.8408203125,1753,993,333,162,5,4
243,0.92236328125,954,565,303,213,7,6
243,0.546875,819,231,44,32,8,2
243,0.87646484375,873,378,162,127,10,8
243,0.8017578125,560,267,84,71,17,1
243,0.84375,673,315,107,75,34,5
243,0.79296875,443,276,84,61,38,7
243,0.60595703125,373,241,66,51,72,9
243,0.5234375,496,248,57,45,74,11
243,0.7734375,1417,327,117,78,97,0
243,0.7265625,1669,362,108,68,121,10
243,0.822265625,1843,398,149,94,134,3
244,0.7890625,1768,1004,302,143,5,4
244,0.9326171875,963,570,308,215,7,6
244,0.62451171875,817,230,43,31,8,2
244,0.89111328125,878,379,164,129,10,8
244,0.796875,561,267,85,71,17,1
244,0.845703125,675,315,108,75,34,5
244,0.7919921875,444,276,84,62,38,7
244,0.64599609375,374,242,68,51,72,9
244,0.509765625,497,248,57,46,74,11
244,0.7607421875,1412,326,118,78,97,0
244,0.63525390625,1663,361,107,67,121,10
244,0.8056640625,1838,396,158,94,134,3
245,0.7841796875,1788,1015,263,123,5,4
245,0.93017578125,972,574,312,218,7,6
245,0.5927734375,817,230,42,31,8,2
245,0.89111328125,884,380,167,129,10,8
245,0.8173828125,562,267,87,71,17,1
245,0.8427734375,678,315,109,75,34,5
245,0.7919921875,446,276,85,62,38,7
245,0.6494140625,374,241,67,52,72,9
245,0.54296875,498,248,58,45,74,11
245,0.7490234375,1407,324,118,79,97,0
245,0.69580078125,1658,360,107,66,121,10
245,0.74609375,1833,395,163,92,134,3
246,0.93017578125,981,579,317,221,7,6
246,0.6298828125,816,230,42,31,8,2
246,0.88330078125,889,382,168,130,10,8
246,0.79931640625,563,268,86,72,17,1
246,0.8447265625,681,316,110,76,34,5
246,0.79443359375,447,277,86,63,38,7
246,0.69921875,375,242,65,52,72,9
246,0.56787109375,499,248,57,46,74,11
246,0.77197265625,1402,322,117,80,97,0
246,0.57177734375,1652,359,105,66,121,10
246,0.84375,1825,394,169,92,134,3
247,0.9306640625,991,584,322,224,7,6
247,0.61865234375,815,229,43,31,8,2
247,0.88232421875,894,384,168,131,10,8
247,0.79443359375,565,267,86,72,17,1
247,0.84375,683,316,111,76,34,5
247,0.80078125,448,277,86,63,38,7
247,0.69287109375,375,241,64,52,72,9
247,0.60595703125,500,249,57,46,74,11
247,0.751953125,1397,322,114,78,97,0
247,0.78125,1646,358,105,66,121,10
247,0.81298828125,1817,392,167,91,134,3
248,0.9287109375,1000,590,326,228,7,6
248,0.607421875,814,229,42,32,8,2
248,0.8818359375,899,385,170,132,10,8
248,0.69921875,566,268,88,73,17,1
248,0.85595703125,685,317,111,76,34,5
248,0.80078125,448,277,86,63,38,7
248,0.5947265625,376,241,65,53,72,9
248,0.57568359375,501,249,57,46,74,11
248,0.69287109375,1392,321,113,79,97,0
248,0.611328125,1640,357,102,65,121,10
248,0.87060546875,1808,390,166,91,134,3
249,0.9228515625,1009,596,332,231,7,6
249,0.6298828125,813,228,41,32,8,2
249,0.89404296875,905,387,173,133,10,8
249,0.73388671875,568,267,89,73,17,1
249,0.85595703125,688,317,111,77,34,5
249,0.7841796875,449,277,87,64,38,7
249,0.59619140625,376,241,66,53,72,9
249,0.5908203125,504,249,56,46,74,11
249,0.71875,1387,319,113,79,97,0
249,0.6533203125,1635,356,103,66,121,10
249,0.78662109375,1798,389,163,91,134,3
250,0.92822265625,1020,600,336,235,7,6
250,0.61669921875,813,228,41,32,8,2
250,0.89013671875,911,388,174,134,10,8
250,0.7216796875,569,268,90,73,17,1
250,0.85400390625,691,318,112,78,34,5
250,0.79052734375,450,278,87,65,38,7
250,0.66015625,376,241,66,53,72,9
250,0.57958984375,505,249,57,46,74,11
250,0.79833984375,1382,320,111,75,97,0
250,0.6513671875,1630,355,102,65,121,10
250,0.81884765625,1789,387,164,90,134,3
251,0.9228515625,1032,606,341,237,7,6
251,0.640625,813,227,41,32,8,2
251,0.77978515625,917,391,176,136,10,8
251,0.7138671875,572,268,91,74,17,1
251,0.85888671875,694,318,112,79,34,5
251,0.7734375,451,278,87,65,38,7
251,0.64404296875,377,241,65,53,72,9
251,0.56787109375,507,249,57,46,74,11
251,0.71875,1378,320,112,72,97,0
251,0.56591796875,1626,354,101,66,121,10
251,0.84716796875,1781,386,160,90,134,3
252,0.9306640625,1041,611,347,240,7,6
252,0.638671875,812,227,41,31,8,2
252,0.87841796875,922,392,177,137,10,8
252,0.67578125,573,267,90,74,17,1
252,0.85107421875,696,319,113,79,34,5
252,0.7841796875,452,278,89,65,38,7
252,0.609375,378,241,65,53,72,9
252,0.501953125,508,249,57,47,74,11
252,0.7705078125,1373,319,112,73,97,0
252,0.6875,1620,352,101,66,121,10
252,0.8173828125,1771,384,159,89,134,3
253,0.93359375,1052,617,353,243,7,6
253,0.640625,811,226,41,31,8,2
253,0.85888671875,928,393,178,138,10,8
253,0.7294921875,575,268,90,75,17,1
253,0.85498046875,699,319,113,80,34,5
253,0.79443359375,453,278,88,65,38,7
253,0.64404296875,379,241,66,53,72,9
253,0.537109375,509,249,59,47,74,11
253,0.78515625,1369,318,111,72,97,0
253,0.638671875,1614,351,101,66,121,10
253,0.79296875,1762,382,158,88,134,3
254,0.92822265625,1064,623,359,248,7,6
254,0.6669921875,810,226,41,30,8,2
254,0.8857421875,934,395,179,139,10,8
254,0.7578125,576,268,90,75,17,1
254,0.84912109375,702,320,113,80,34,5
254,0.80810546875,455,278,88,64,38,7
254,0.66015625,379,241,67,53,72,9
254,0.552734375,510,249,60,47,74,11
254,0.806640625,1364,317,110,72,97,0
254,0.548828125,266,209,49,35,118,4
254,0.70263671875,1610,351,101,64,121,10
254,0.81640625,1755,381,157,87,134,3
255,0.9248046875,1075,629,363,251,7,6
255,0.67041015625,808,226,41,31,8,2
255,0.83740234375,940,397,181,141,10,8
255,0.740234375,579,269,91,76,17,1
255,0.84716796875,705,321,114,81,34,5
255,0.81640625,456,279,88,65,38,7
255,0.6669921875,379,241,66,53,72,9
255,0.56005859375,511,249,61,47,74,11
255,0.7294921875,1359,317,109,72,97,0
255,0.56201171875,267,209,49,35,118,4
255,0.79443359375,1605,350,101,64,121,10
255,0.5908203125,1746,379,155,88,134,3
256,0.93017578125,1088,636,368,255,7,6
256,0.61865234375,808,225,41,31,8,2
256,0.884765625,946,399,183,142,10,8
256,0.72802734375,581,269,92,76,17,1
256,0.85498046875,708,322,115,81,34,5
256,0.80078125,457,279,89,66,38,7
256,0.62060546875,380,241,66,53,72,9
256,0.54296875,513,249,61,47,74,11
256,0.81640625,1355,315,110,71,97,0
256,0.74609375,1599,348,101,63,121,10
256,0.796875,1738,378,156,87,134,3
257,0.93603515625,1100,643,376,258,7,6
257,0.60400390625,807,225,39,31,8,2
257,0.88232421875,953,401,185,144,10,8
257,0.79052734375,583,270,93,76,17,1
257,0.85302734375,711,323,116,81,34,5
257,0.81298828125,458,280,88,66,38,7
257,0.59619140625,381,241,67,54,72,9
257,0.53515625,513,249,63,47,74,11
257,0.77587890625,1351,315,108,70,97,0
257,0.501953125,268,209,48,35,118,4
257,0.77880859375,1593,348,101,63,121,10
257,0.8291015625,1729,376,153,86,134,3
258,0.92919921875,1112,650,382,262,7,6
258,0.51953125,806,224,40,31,8,2
258,0.9072265625,959,403,187,144,10,8
258,0.830078125,584,270,93,76,17,1
258,0.86328125,715,324,117,82,34,5
258,0.82763671875,460,280,89,67,38,7
258,0.62255859375,382,242,67,55,72,9
258,0.56005859375,514,250,64,48,74,11
258,0.62255859375,1346,314,107,71,97,0
258,0.5849609375,268,209,48,35,118,4
258,0.69921875,1589,346,101,63,121,10
258,0.73876953125,1721,374,151,86,134,3
259,0.93408203125,1124,657,389,266,7,6
259,0.57763671875,804,224,40,31,8,2
259,0.9013671875,965,404,188,147,10,8
259,0.82080078125,586,270,92,76,17,1
259,0.8662109375,718,325,117,83,34,5
