lane_id,A,B,C,x1,y1,x2,y2
1,-0.9278155635882579,-0.3730392472158975,6440.034782628419,5289,4109,5328,4012
2,-0.9271792885993589,-0.3746178943835794,6456.174157253967,5299,4119,5339,4020
3,0.43627350651936947,-0.8998141071961996,1381.378257111111,5292,4101,5391,4149
4,0.4257970363298796,-0.9048187022009941,1471.7142314446876,5339,4139,5560,4243
5,0.43474906583117584,-0.9005516363645785,1391.538599211487,5406,4155,5551,4225
6,0.43627350651936947,-0.8998141071961995,1213.8492306076732,5511,4021,5577,4053
7,0.42579703632987953,-0.904818702200994,1472.2464777400999,5478,4205,5682,4301
8,0.43439174077340903,-0.9007240507213334,1393.3178966445444,5549,4223,5690,4291
9,0.43190493757406295,-0.9019191343458374,1245.6773553955938,5592,4059,5663,4093
10,0.4232474703618718,-0.9060141162433819,1297.6965838546723,5520,4011,5794,4139
11,0.4230419403119881,-0.9061101018844611,1300.4252077360743,5515,4010,5832,4158
12,0.21067997561937304,-0.9775550868738909,2708.1815329997185,5622,3982,5738,4007
13,0.43145549730400484,-0.9021342216356465,1248.1615304734585,5661,4091,5753,4135
14,0.4257970363298796,-0.9048187022009941,1472.8851732945948,5621,4273,5842,4377
15,0.22236033676906383,-0.9749645535258953,2644.411752705447,5646,4000,5931,4065
16,0.43842363202141443,-0.8987684456438996,1193.5425746334977,5738,4127,5861,4187
17,0.43474906583117584,-0.9005516363645785,1389.178532854118,5747,4317,5892,4387
18,0.2222952996155839,-0.9749793842788768,2631.348460725038,5733,4006,5983,4063
19,0.42507439452913354,-0.9051584165855667,1479.4289227191964,5823,4369,6004,4454
20,0.4504280453964928,-0.8928127328394768,1084.8479039794995,5863,4173,5974,4229
21,0.43474906583117584,-0.9005516363645785,1388.37114173186,5869,4375,6014,4445
22,0.4409038796534669,-0.8975543264374147,1174.504949128314,5821,4168,6106,4308
23,0.22145317661745623,-0.9751710058066932,2636.6098653770855,5849,4032,6100,4089
24,0.4255980335803585,-0.9049123238261992,1475.6434188772034,5903,4407,6122,4510
25,0.21148036888264043,-0.9773822453765274,2718.6372988427975,5927,4064,6098,4101
26,0.4472135954999579,-0.8944271909999159,1109.9841440308955,5968,4225,6072,4277
27,0.43474906583117584,-0.9005516363645785,1387.687964628411,5970,4423,6115,4493
28,0.2115929431811489,-0.977357880408164,2718.354692757094,5994,4079,6188,4121
29,0.44067319063941457,-0.8976676105617704,1176.7606313000663,5985,4249,6205,4357
30,0.43414192194180556,-0.9008444880292465,1392.1086333505452,6050,4461,6216,4541
31,0.45061120203534644,-0.8927203059190825,1080.973763192038,6116,4298,6221,4351
32,0.4255980335803585,-0.9049123238261992,1476.4285026284683,6067,4485,6286,4588
33,0.22082565259779516,-0.9753132989735953,2640.1362960460897,6104,4089,6316,4137
34,0.21182998712769058,-0.9773065315209362,2717.3502605561257,6111,4105,6314,4149
35,0.15608219967063974,-0.9877440695574813,3042.321621789134,5790,3995,6638,4129
36,0.4287444523171484,-0.9034258102397056,1436.5235997904742,6159,4513,6277,4569
37,0.1555029716856765,-0.9878354244492975,3033.04295112535,5791,3982,6674,4121
38,0.4415676795001447,-0.8972279445162514,1169.7409681669153,6141,4326,6332,4420
39,0.103963185991966,-0.994581145989808,3364.217509744222,6127,4023,6414,4053
40,0.4248225572894915,-0.9052766399383212,1483.3337051244116,6185,4541,6364,4625
41,0.449488036528443,-0.8932863510755134,1089.4964136031508,6233,4356,6390,4435
42,0.22082565259779516,-0.9753132989735953,2639.40021053743,6231,4117,6443,4165
43,0.42539529909144863,-0.9050076461063172,1465.4993169964844,6237,4551,6454,4653
44,0.2110459835108844,-0.9774761341556751,2723.892755391586,6282,4143,6458,4181
45,0.449488036528443,-0.8932863510755134,1102.5770844383267,6345,4427,6502,4506
46,0.449488036528443,-0.8932863510755134,1089.1664097282312,6349,4414,6506,4493
47,0.4255980335803585,-0.9049123238261992,1464.2514404443777,6338,4599,6557,4702
48,0.21204687194840302,-0.9772594968056835,2717.030325708609,6345,4157,6557,4203
49,0.4257970363298796,-0.9048187022009941,1475.9722018079863,6366,4627,6587,4731
50,0.22082565259779516,-0.9753132989735953,2638.737733579637,6393,4153,6605,4201
51,0.4161239537603088,-0.9093078989577119,1561.3587225018284,6551,4715,6610,4742
52,0.42539529909144863,-0.9050076461063172,1466.6837509665038,6481,4667,6698,4769
53,0.449488036528443,-0.8932863510755134,1088.694162803777,6515,4497,6672,4576
54,0.21951219512195122,-0.975609756097561,2661.6585365853657,6528,4197,6688,4233
55,0.451725143369731,-0.8921571581552188,1081.847838984753,6538,4523,6696,4603
56,0.4190581774617469,-0.9079593845004517,1536.1275925156103,6600,4738,6652,4762
57,0.15269460602576648,-0.988273422333433,3066.128896581561,6566,4117,6799,4153
58,0.42653935884062216,-0.9044690018789097,1470.3685334067607,6606,4741,6782,4824
59,0.10418346251164419,-0.9945580959094773,3349.0124220880666,6135,4010,7271,4129
60,0.44111885007210955,-0.8974486949742919,1163.5954715160747,6674,4577,6733,4606
61,0.21951219512195122,-0.975609756097561,2660.951219512195,6629,4219,6789,4255
62,0.10472839733901139,-0.9945008611312521,3358.3163013711123,6126,4022,7313,4147
63,0.21204687194840302,-0.9772594968056835,2705.0358482997017,6632,4207,6844,4253
64,0.4255980335803585,-0.9049123238261992,1465.4951783871709,6637,4741,6856,4844
65,0.15388273147938522,-0.988089117920263,3044.0757977606763,6628,4113,6872,4151
66,0.45061120203534644,-0.8927203059190825,1077.479400851726,6728,4603,6833,4656
67,0.4392101320049426,-0.8983843609192008,1194.3321335028947,6698,4604,6878,4692
68,0.20165292067048707,-0.9794570432566515,2785.6622537022045,6785,4241,6853,4255
69,0.4252718232640234,-0.9050656751516396,1468.888877553937,6755,4797,6921,4875
70,0.43474906583117584,-0.9005516363645785,1395.5755548227767,6768,4817,6913,4887
71,0.2124296443310437,-0.9771763639228009,2715.828030914661,6770,4251,6954,4291
72,0.15363124745657206,-0.9881282506865885,3058.8225781951724,6724,4141,7007,4185
73,0.2026056040359523,-0.9792604195071027,2779.1748381618304,6839,4253,6897,4265
74,0.1535621407598759,-0.9881389927157231,3045.9584748906636,6721,4127,7017,4173
75,0.10450345258621951,-0.9945245237788557,3345.7947300698725,6593,4057,7164,4117
76,0.4257970363298796,-0.9048187022009941,1464.582131086162,6839,4837,7060,4941
77,0.425136471467488,-0.9051292618340068,1309.4203321198631,6820,4650,7084,4774
78,0.21204687194840302,-0.9772594968056835,2719.399719016902,6850,4269,7062,4315
79,0.425136471467488,-0.9051292618340068,1323.010985127098,6837,4673,7101,4797
80,0.22139326276665738,-0.9751846098055146,2631.9916342561173,6898,4265,7083,4307
81,0.4262531549345978,-0.9046039176945354,1473.8934229866863,6922,4891,7113,4981
82,0.15315314962983878,-0.9882024654687217,3061.848706910425,6895,4167,7166,4209
83,0.15363124745657206,-0.9881282506865885,3044.653587236564,6932,4159,7215,4203
84,0.21155127705207227,-0.9773668999805739,2723.9130881947776,6967,4295,7198,4345
85,0.22082565259779516,-0.9753132989735953,2636.0878257484633,6988,4285,7200,4333
86,0.4249071370138706,-0.9052369440730288,1325.562473696489,6985,4743,7230,4858
87,0.4364920542716795,-0.8997081118661148,1363.850601575739,7062,4942,7163,4991
88,0.15463894699101208,-0.9879710502203548,3049.7979036093507,7041,4189,7271,4225
89,0.4257970363298796,-0.9048187022009941,1478.9527810622956,7056,4955,7277,5059
90,0.43439174077340903,-0.9007240507213334,1383.3779915174352,7098,4959,7239,5027
91,0.2020915287278686,-0.9793666392196709,2801.144043190357,7157,4337,7220,4350
92,0.42517645379238705,-0.9051104811792482,1309.9267806957134,7050,4759,7331,4891
93,0.43474906583117584,-0.9005516363645785,1393.0912744465984,7130,4989,7275,5059
94,0.15294117647058825,-0.9882352941176471,3062.635294117647,7120,4201,7372,4240
95,0.15240421548332783,-0.9883182458615805,3053.570861423956,7142,4191,7356,4224
96,0.43474906583117584,-0.9005516363645785,1379.4277323776187,7178,4997,7323,5067
97,0.2158420438014461,-0.9764282933874943,2689.823549853621,7203,4347,7298,4368
98,0.10748184298009181,-0.9942070475658493,3324.1178283060444,7118,4113,7414,4145
