lane_id,A,B,C,x1,y1,x2,y2
115,0.2234990406246668,-0.974704149390908,1734.4953463011468,2597,2375,3225,2519
116,0.1376725889756875,-0.9904777929084183,1850.4534441836329,2653,2237,3171,2309
117,0.4966791303954192,-0.8679342379637124,1701.4772088682266,2832,3581,3005,3680
118,0.14925269233005106,-0.9887990866865883,1799.483741663802,2896,2257,2949,2265
119,0.14731130308878132,-0.9890901778818174,1805.3841972404944,2912,2259,3006,2273
120,0.5431424787082074,-0.8396405467952965,1066.4300823614149,2801,3082,3121,3289
121,0.48860336893184325,-0.8725060159497201,1729.0277216872412,2897,3604,3047,3688
122,0.48879176306746425,-0.8724004885128159,1728.5718530442905,2971,3646,3112,3725
123,0.12716431598536546,-0.9918816646858506,1872.367388568521,3021,2275,3177,2295
124,0.4838295403840392,-0.8751622568711297,1754.3587982922263,3054,3693,3177,3761
125,0.22434744671903162,-0.9745092216857936,1731.0298445954982,2922,2449,3339,2545
126,0.5427153857977798,-0.839916668496564,1054.999944606184,3010,3201,3270,3369
127,0.22353882549919293,-0.9746950258898633,1720.6391555771665,2859,2421,3452,2557
128,0.45528931586672355,-0.8903435510282594,1914.6231012441563,3130,3751,3218,3796
129,0.5433704790066194,-0.83949301518483,1064.6553917712872,3034,3232,3326,3421
130,0.13970970105796157,-0.9901925062483027,1843.314078417376,2916,2273,3483,2353
131,0.1390843452923031,-0.990280538481198,1844.6979251070627,3063,2293,3419,2343
132,0.449488036528443,-0.8932863510755134,1931.182676029595,3176,3760,3333,3839
133,0.543823455938419,-0.8391996477425349,1048.4943835744289,3115,3268,3419,3465
134,0.1388293897262866,-0.9903163133808445,1831.992626828078,3175,2295,3389,2325
135,0.5440366289660556,-0.8390614675595883,1060.4897888485636,3131,3294,3441,3495
136,0.2233761563293962,-0.9747323185282744,1734.292477741432,3036,2475,3612,2607
137,0.4495173272449467,-0.8932716118329069,1943.7590273484054,3255,3814,3410,3892
138,0.5434628461200898,-0.839433222410843,1049.9038805162243,3224,3338,3553,3551
139,0.449488036528443,-0.8932863510755134,1930.7047393831597,3344,3844,3501,3923
140,0.15867809538375516,-0.9873303712766988,1757.8535715607268,3401,2327,3457,2336
141,0.449488036528443,-0.8932863510755134,1943.517993285211,3393,3883,3550,3962
142,0.5428781375356497,-0.8398114834805631,1066.1526755854816,3336,3426,3616,3607
143,0.22322886875251344,-0.9747660602193088,1721.1913105916715,3263,2513,3787,2633
144,0.1528776975263362,-0.9882451161523876,1792.594741933899,3446,2347,3627,2375
145,0.14259557322121413,-0.9897810376531334,1819.3433668298896,3435,2333,3671,2367
146,0.4472135954999579,-0.8944271909999159,1942.695858851817,3586,3965,3666,4005
147,0.1520571842539411,-0.9883716976506172,1795.4152030784096,3539,2361,3734,2391
148,0.449488036528443,-0.8932863510755134,1943.0400566387757,3561,3967,3718,4046
149,0.5433580485509635,-0.8395010607943797,1049.4870577279873,3507,3520,3833,3731
150,0.15069814397812634,-0.9885798244965087,1787.5211046109434,3620,2360,3784,2385
151,0.44424948059476294,-0.8959031191994385,1959.8880293819057,3657,4001,3778,4061
152,0.5432512781572743,-0.8395701571521511,1063.1921378336183,3588,3588,3911,3797
153,0.4496424440458654,-0.8932086388478677,1941.7079796211433,3717,4045,3864,4119
154,0.44358879736088325,-0.8962304273209682,1964.0391908946062,3751,4048,3850,4097
155,0.1520571842539411,-0.9883716976506172,1794.502859972886,3727,2389,3909,2417
156,0.2233761563293962,-0.9747323185282744,1733.4395869627199,3546,2591,4122,2723
157,0.22330599579134358,-0.9747483943272933,1720.2891344030434,3580,2585,4130,2711
158,0.45048686336168753,-0.8927830564804353,1936.4546401763073,3813,4093,3922,4148
159,0.1520571842539411,-0.9883716976506172,1780.9697705742853,3777,2383,3959,2411
160,0.44424948059476294,-0.8959031191994385,1960.4581495486689,3811,4078,3932,4138
161,0.5434524535806708,-0.8394399506201434,1048.1936243518185,3703,3646,4049,3870
162,0.543052876853526,-0.8396985012140423,1063.819055025257,3756,3696,4107,3923
163,0.15277465521151828,-0.9882610508995089,1790.7242500219347,3836,2405,4043,2437
164,0.44424948059476294,-0.8959031191994385,1960.8135491331448,3907,4126,4028,4186
165,0.1520571842539411,-0.9883716976506172,1780.0574274687617,3926,2405,4108,2433
166,0.15118323329573904,-0.9885057561644476,1796.917393035217,3957,2423,4127,2449
167,0.5434872235709255,-0.8394174395467173,1047.2742704755601,3902,3774,4197,3965
168,0.5435826886811514,-0.8393556222282487,1059.7384331731114,3932,3809,4247,4013
169,0.5144957554275265,-0.8574929257125441,1528.2238922048962,4043,4208,4193,4298
170,0.22330599579134358,-0.9747483943272933,1733.1841695250896,3854,2661,4404,2787
171,0.5153767709329149,-0.8569637005047306,1522.7825465248536,4039,4206,4325,4378
172,0.5149334080554504,-0.8572301821963568,1513.0053185891934,4042,4193,4330,4366
173,0.13303507782617105,-0.9911113298049744,1877.3976700368173,4133,2449,4282,2469
174,0.5431363736379592,-0.8396444959811308,1049.081761201454,4062,3877,4365,4073
175,0.5431218482174746,-0.8396538917844866,1062.2714217550056,4092,3912,4361,4086
176,0.1386478445344062,-0.9903417466743302,1850.9685313692564,4257,2465,4307,2472
177,0.10302035073427535,-0.9946792484688654,1852.1140752043516,4026,2279,4586,2337
178,0.1386478445344062,-0.9903417466743302,1850.4931673308529,4289,2469,4339,2476
179,0.22344025345387195,-0.9747176273857313,1718.8870106461234,4020,2685,4622,2823
180,0.5163695055349623,-0.856365887780205,1503.53625151969,4125,4243,4528,4486
181,0.12347187985621898,-0.9923480714370192,1907.5399370616635,4121,2435,4555,2489
182,0.13216372009101796,-0.9912279006826347,1880.359327594958,4290,2469,4425,2487
183,0.1032618111606943,-0.994654210444923,1837.2903307447928,4044,2267,4699,2335
184,0.5432512781572743,-0.8395701571521511,1047.5860102065546,4238,3990,4561,4199
185,0.13549108586630013,-0.9907785653973197,1864.2303186272902,4354,2477,4471,2493
186,0.5161967888196132,-0.8564700083554121,1517.9055923216522,4262,4341,4632,4564
187,0.5431424787082074,-0.8396405467952965,1061.5234329160799,4291,4040,4611,4247
188,0.12377208391230292,-0.9923106727451871,1906.758034702302,4309,2459,4774,2517
189,0.5436667375086661,-0.8393011846331941,1057.2038151773359,4388,4102,4723,4319
190,0.5431031189768973,-0.8396660063129663,1048.2926379836376,4438,4119,4673,4271
191,0.10385304805237915,-0.9945926525016311,1847.4538548477788,4324,2309,4822,2361
192,0.2234782355673139,-0.9747089197435921,1731.5317169991047,4329,2769,4896,2899
193,0.5161967888196132,-0.8564700083554121,1518.4750291380183,4460,4461,4830,4684
194,0.103258628185208,-0.9946545408860852,1836.8572001919524,4424,2306,4896,2355
195,0.5163465876449281,-0.8563797063379296,1504.5583934820554,4460,4446,4868,4692
196,0.5431424787082074,-0.8396405467952965,1047.288901771191,4546,4188,4866,4395
197,0.12352793713204367,-0.9923410949607508,1921.6211780155934,4487,2495,4969,2555
198,0.5431424787082074,-0.8396405467952965,1060.5788373009352,4571,4220,4891,4427
199,0.2236924107188807,-0.9746597895608373,1729.7654780010932,4550,2819,4916,2903
200,0.10302035073427535,-0.9946792484688654,1851.0270328828108,4500,2327,5060,2385
201,0.22314368341558732,-0.9747855643944078,1719.6861572531996,4573,2811,5071,2925
202,0.5161967888196132,-0.8564700083554121,1519.0444659543843,4658,4581,5028,4804
203,0.5161967888196132,-0.8564700083554121,1506.1858419100213,4663,4569,5033,4792
204,0.10310607454488757,-0.994670366197739,1837.0955157351386,4554,2319,5210,2387
205,0.5427153857977798,-0.839916668496564,1049.7666176717055,4770,4332,5030,4500
206,0.12334466451668892,-0.9923638917933609,1923.0610579040372,4756,2529,5110,2573
207,0.12354422128638308,-0.9923390677519157,1908.750248279697,4703,2509,5201,2571
208,0.5305469857872426,-0.8476555290163992,1157.4583792688532,4885,4423,5024,4510
209,0.22979268375595727,-0.9732396017899366,1681.5282392092547,4969,2901,5041,2918
210,0.5163023935573955,-0.8564063512182195,1506.0991560254079,4937,4735,5355,4987
211,0.12355949155055287,-0.9923371665153778,1909.260569609698,4891,2533,5405,2597
212,0.2229434968551149,-0.9748313686017769,1733.3856880485182,4936,2907,5382,3009
213,0.13313259871369815,-0.9910982348686418,1869.6550462913042,5111,2573,5245,2591
214,0.5164170872291347,-0.8563371952786917,1518.4035118819068,5064,4827,5457,5064
215,0.12558018641613913,-0.9920834726874991,1910.9160226384643,5189,2583,5347,2603
216,0.1032618111606943,-0.994654210444923,1835.5531026276187,4947,2359,5602,2427
217,0.2249487929526973,-0.9743705868657595,1708.8100576394993,4900,2885,5697,3069
218,0.5162200483655012,-0.8564559893336724,1507.303879858131,5135,4855,5500,5075
219,0.10330193338081647,-0.9946500442667187,1848.5231652058715,5012,2379,5686,2449
220,0.5163465876449281,-0.8563797063379296,1519.494663066126,5262,4947,5670,5193
221,0.23695618019100723,-0.9715203387831297,1646.537409293252,5421,3017,5585,3057
222,0.5161521028030757,-0.8564969391492085,1508.5300274089927,5366,4995,5746,5224
223,0.22903933372554727,-0.9734171683335759,1683.1528037156156,5601,3047,5805,3095
224,0.23822152779764846,-0.9712108440981052,1637.369859484868,5598,3059,5810,3111
225,0.10312614333260914,-0.9946682856919397,1848.868784215511,5442,2423,6040,2485
226,0.5157385572956078,-0.8567460186768567,1525.7603842546298,5635,5173,5939,5356
227,0.5154254879772966,-0.8569344002567324,1515.7683344349268,5673,5181,5944,5344
228,0.23599732810073928,-0.9717537039442206,1638.4045092414972,5744,3081,5884,3115
229,0.10352987966437903,-0.9946263439184986,1832.9262670394871,5593,2425,6131,2481
230,0.24615384615384617,-0.9692307692307692,1570.1384615384616,5863,3109,5926,3125
231,0.24615384615384617,-0.9692307692307692,1569.4923076923078,5905,3119,5968,3135
232,0.22856746142055726,-0.973528076420892,1700.7958768149688,5835,3117,6065,3171
233,0.5161741484313798,-0.8564836533706524,1522.3323171522693,5767,5253,6142,5479
234,0.5161967888196132,-0.8564700083554121,1509.271448723907,5772,5241,6142,5464
235,0.24904103981061848,-0.9684929325968497,1549.4226647950857,5939,3127,6009,3145
236,0.1028991510855053,-0.9946917938265514,1836.2353511208423,5732,2439,6312,2499
237,0.2198391297465435,-0.9755361382502867,1747.3775828447917,6043,3153,6114,3169
238,0.23745309047699006,-0.9713990064967775,1640.692921973057,6030,3163,6210,3207
239,0.2198391297465435,-0.9755361382502867,1748.092060016468,6093,3165,6164,3181
240,0.10303435358534979,-0.9946777980739537,1848.5750034125401,5894,2469,6396,2521
241,0.13864784453440623,-0.9903417466743302,1822.3872685602355,5406,2597,6906,2807
242,0.5163242235980241,-0.8563931901445139,1521.5266168842593,5965,5373,6378,5622
243,0.5163695055349623,-0.856365887780205,1508.3132006902358,6013,5387,6416,5630
244,0.2198391297465435,-0.9755361382502867,1763.5082789899443,6227,3211,6298,3227
245,0.10310607454488757,-0.994670366197739,1834.5421241243505,6103,2477,6431,2511
246,0.22903933372554727,-0.9734171683335759,1685.7867560534594,6193,3189,6397,3237
247,0.2198391297465435,-0.9755361382502867,1764.2227561616207,6277,3223,6348,3239
248,0.515990163562498,-0.8565945079830634,1512.4510495760542,6211,5507,6548,5710
249,0.10283168209810102,-0.9946987710643233,1849.3229933199007,6131,2493,6634,2545
250,0.5161967888196132,-0.8564700083554121,1523.3407046989996,6206,5519,6576,5742
251,0.2272296156064184,-0.9738412097417932,1699.287988252113,6326,3221,6506,3263
252,0.13881231175308031,-0.9903187073390897,1834.2295540813213,5428,2613,7554,2911
253,0.2285297933030265,-0.9735369194708929,1690.348039741032,6393,3237,6606,3287
254,0.10236766234471222,-0.9947466319149209,1838.8191917782453,6282,2495,6729,2541
255,0.2272296156064184,-0.9738412097417932,1713.3437630460528,6427,3259,6607,3301
256,0.5102019133149064,-0.8600546538736993,1583.4189265715736,6500,5697,6559,5732
257,0.5163695055349623,-0.856365887780205,1509.1844414197392,6343,5587,6746,5830
258,0.1031505230238163,-0.9946657577296572,1846.637502644868,6388,2519,6793,2561
259,0.2285297933030265,-0.9735369194708929,1704.2609335573202,6494,3275,6707,3325
260,0.24667928063493072,-0.9690971739229421,1555.8238429131247,6614,3289,6669,3303
261,0.10259477302837529,-0.9947232341446821,1836.6694693231966,6463,2513,6909,2559
262,0.24593811988225428,-0.9692855313006493,1560.6799079281006,6664,3301,6731,3318
263,0.5087293121266411,-0.8609265282143156,1587.5093850031883,6683,5793,6749,5832
264,0.24615384615384617,-0.9692307692307692,1558.6615384615384,6705,3311,6768,3327
265,0.5163695055349623,-0.856365887780205,1522.5399243098102,6546,5725,6949,5968
266,0.2281309842060627,-0.9736304504508747,1708.2488835025727,6677,3319,6916,3375
267,0.5087293121266411,-0.8609265282143156,1589.035572939568,6812,5871,6878,5910
268,0.1391955879554852,-0.990264908140103,1818.2556857649038,5726,2641,8031,2965
269,0.1031505230238163,-0.9946657577296572,1832.2259009995405,6682,2535,7087,2577
270,0.5087293121266411,-0.8609265282143156,1589.7399673717434,6858,5899,6924,5938
271,0.22932336748977494,-0.9733502931232669,1686.4950052681359,6801,3335,6992,3380
272,0.227629367038187,-0.9737478478855778,1712.4430821523342,6829,3355,6983,3391
273,0.13884345151209923,-0.9903143420006637,1833.4530912167174,6331,2739,7622,2920
274,0.22776960343859654,-0.9737150547000002,1698.9733317290934,6892,3357,7063,3397
275,0.5164170872291347,-0.8563371952786917,1522.6329024570618,6787,5871,7180,6108
276,0.1021124461697922,-0.9947728626863628,1853.2684310844468,6868,2568,7170,2599
277,0.22829077168117534,-0.9735929968756007,1695.2671272010246,6976,3377,7121,3411
278,0.5161967888196132,-0.8564700083554121,1512.357055537793,6881,5913,7251,6136
279,0.22903933372554727,-0.9734171683335759,1702.5066274154244,7021,3401,7225,3449
280,0.22843298784632649,-0.9735596386783915,1694.543098247365,7034,3391,7213,3433
281,0.10261335693667419,-0.9947213172432702,1849.034055794905,6952,2576,7427,2625
282,0.5161967888196132,-0.8564700083554121,1525.5953041264,7008,6005,7378,6228
283,0.10268019817008582,-0.9947144197727064,1834.940063886133,6978,2565,7443,2613
284,0.22932336748977494,-0.9733502931232669,1687.886233697574,7126,3413,7317,3458
285,0.10529376995194245,-0.9944411606572343,1673.0946059208209,7183,2443,7268,2452
286,0.13923644016011563,-0.9902591649318568,1816.9455205290606,6900,2805,7725,2921
287,0.22651349466027826,-0.9740080270391964,1711.0149846153438,7234,3439,7406,3479
288,0.22964881729991962,-0.9732735590329926,1698.6248163037721,7246,3455,7424,3497
289,0.13216372009101796,-0.9912279006826346,1394.3272469602393,7345,2386,7420,2396
290,0.5163695055349623,-0.856365887780205,1524.282405768817,7206,6125,7609,6368
291,0.5163242235980241,-0.8563931901445139,1511.9175949880616,7211,6113,7624,6362
292,0.23695618019100723,-0.9715203387831297,1638.765246582987,7389,3489,7553,3529
293,0.23777132572567056,-0.9713211604112499,1618.135050850731,7423,3483,7615,3530
294,0.1029618797572119,-0.9946853026544935,1845.538375103149,7261,2607,7802,2663
295,0.5157593123209169,-0.8567335243553008,1531.6103151862465,7409,6248,7708,6428
296,0.10226476052188309,-0.9947572159855901,1837.344468314618,7373,2605,7801,2649
297,0.23822152779764846,-0.9712108440981052,1627.3828800502743,7499,3515,7711,3567
298,0.13045451257138735,-0.9914542955425437,1901.2962480204276,7648,2924,7724,2934
299,0.524521493248384,-0.8513972064321595,1417.3558976471659,7657,6382,7769,6451
300,0.2285297933030265,-0.9735369194708929,1696.5000617767494,7610,3529,7823,3579
301,0.5251073270466075,-0.8510360127996741,1409.949387418558,7723,6422,7817,6480
302,0.22798027343540953,-0.9736657511303949,1701.7065055792855,7710,3553,7915,3601
303,0.22848558961129628,-0.9735472948655233,1710.800753448686,7728,3571,7924,3617
304,0.5161359449321575,-0.8565066761847154,1528.150196438892,7688,6417,7995,6602
305,0.23490446205263543,-0.9720184636660777,1641.9983900556495,7832,3582,7952,3611
306,0.22856746142055726,-0.973528076420892,1710.5988812714504,7811,3591,8041,3645
307,0.10185656269097405,-0.9947990956151799,1853.5721469753203,7801,2662,8094,2692
308,0.10246217013670163,-0.9947369017438116,1835.0078127494564,7750,2643,8216,2691
309,0.516243952819695,-0.8564415807147014,1514.3909300768164,7835,6491,8195,6708
310,0.5163242235980241,-0.8563931901445139,1526.3560109274713,7810,6491,8223,6740
311,0.22932336748977494,-0.9733502931232669,1690.7909963524444,7941,3608,8132,3653
312,0.1168412475673972,-0.9931506043228762,2008.9099900500437,8094,2975,8145,2981
313,0.10183010593584245,-0.9948018041424609,1839.7723570279375,8007,2669,8261,2695
314,0.5168690990339174,-0.8560644452749259,1520.4512156049923,8084,6657,8243,6753
315,0.22856746142055726,-0.973528076420892,1698.3493584316154,8052,3635,8282,3689
316,0.2285297933030265,-0.9735369194708929,1712.2137703642654,8078,3655,8291,3705
317,0.5102019133149064,-0.8600546538736993,1588.4480597171062,8159,6687,8218,6722
318,0.5064218545758634,-0.8622858604940378,1635.0445493453533,8188,6705,8251,6742
319,0.10104271212897677,-0.9948820886545404,1859.255855820031,8115,2693,8371,2719
320,0.1287885809773041,-0.9916720735252417,1908.9944992522858,8208,2991,8285,3001
321,0.2202608714346434,-0.9754410020677065,1774.4215802774872,8219,3675,8281,3689
322,0.22856746142055726,-0.973528076420892,1712.6390575011674,8228,3691,8458,3745
323,0.22903933372554727,-0.9734171683335759,1695.062849069344,8286,3691,8490,3739
324,0.1403975484937409,-0.9900952117735686,1822.4844897781525,8126,2993,8803,3089
325,0.2285297933030265,-0.9735369194708929,1700.4856213719543,8419,3723,8632,3773
326,0.14047578166372174,-0.9900841149952696,1808.4298332632902,8179,2987,8912,3091
327,0.2285297933030265,-0.9735369194708929,1714.3893739965104,8503,3757,8716,3807
328,0.2285297933030265,-0.9735369194708929,1701.1346459849349,8561,3757,8774,3807
329,0.22903933372554727,-0.9734171683335759,1710.1794450952302,8662,3795,8866,3843
330,0.22856746142055726,-0.973528076420892,1701.4053900454237,8669,3783,8899,3837
331,0.14037592475921334,-0.9900982778229621,1823.168163471924,8461,3041,9124,3135
332,0.23708929941481374,-0.9714878610167977,1631.7526465578571,8844,3838,9012,3879
333,0.14045736609514367,-0.9900867276706696,1809.3235938826083,8639,3053,9358,3155
334,0.2285297933030265,-0.9735369194708929,1702.9263195644305,8911,3841,9124,3891
335,0.14834045293024464,-0.9889363528682975,1748.3405782358632,8974,3114,9074,3129
336,0.22862824190000855,-0.9735138042193913,1715.3386981391448,8993,3874,9125,3905
