Frame,ID,Class,Confidence,X,Y,Width,Height
4,3,car,0.8798828125,846,667,122,66
4,4,car,0.8759765625,1349,668,153,82
4,5,car,0.8232421875,1612,692,213,109
4,6,car,0.85009765625,978,663,131,65
4,7,car,0.81982421875,638,664,113,60
4,8,truck,0.80908203125,394,636,97,62
4,9,car,0.77734375,512,632,55,30
4,11,truck,0.732421875,322,601,54,69
4,12,truck,0.69287109375,787,600,167,62
4,13,car,0.338134765625,634,638,120,43
4,14,car,0.59619140625,1010,653,97,54
4,15,car,0.37744140625,1106,628,79,28
4,16,car,0.537109375,201,623,65,42
4,18,car,0.273681640625,106,616,41,35
4,20,car,0.2322998046875,71,614,34,31
4,22,car,0.517578125,276,624,51,38
5,1,car,0.89697265625,1791,760,257,195
5,2,car,0.88623046875,1176,693,184,83
5,3,car,0.8798828125,851,667,122,67
5,4,car,0.86962890625,1362,669,155,82
5,5,car,0.8671875,1627,695,205,113
5,6,car,0.845703125,985,664,130,66
5,7,car,0.83349609375,644,664,112,61
5,8,truck,0.740234375,399,637,95,62
5,9,car,0.74462890625,515,632,56,30
5,11,truck,0.689453125,325,601,53,70
5,12,truck,0.5947265625,780,601,165,61
5,13,car,0.11279296875,631,637,110,38
5,14,car,0.6806640625,1020,654,96,57
5,15,car,0.315673828125,1097,628,73,28
5,16,car,0.312255859375,202,623,60,40
5,18,car,0.28466796875,108,618,45,35
5,20,car,0.25390625,71,614,34,29
5,22,car,0.359375,279,625,48,37
5,19,truck,0.291015625,302,601,99,72
6,1,car,0.89111328125,1808,757,223,186
6,2,car,0.89404296875,1189,695,188,84
6,3,car,0.87646484375,858,668,123,67
6,4,car,0.8896484375,1377,669,158,82
6,5,car,0.8642578125,1648,697,209,117
6,6,car,0.8427734375,996,664,133,65
6,7,car,0.84814453125,651,664,112,62
6,8,truck,0.70556640625,403,638,94,62
6,9,car,0.7734375,519,632,56,30
6,11,truck,0.68603515625,326,600,53,70
6,12,truck,0.552734375,774,601,163,61
6,14,car,0.607421875,1028,654,97,57
6,15,truck,0.1375732421875,1088,628,69,28
6,16,car,0.5390625,205,622,63,41
6,18,car,0.2120361328125,108,616,48,37
6,20,car,0.2081298828125,72,614,34,30
6,22,car,0.2239990234375,281,624,50,39
6,34,car,0.435791015625,602,638,46,35
6,19,truck,0.2147216796875,303,599,102,73
7,1,car,0.88720703125,1826,756,187,180
7,2,car,0.880859375,1203,695,189,85
7,3,car,0.873046875,866,669,123,67
7,4,car,0.880859375,1390,670,159,82
7,5,car,0.87646484375,1670,699,217,118
7,6,car,0.845703125,1006,665,138,66
7,7,car,0.85205078125,658,665,113,64
7,8,truck,0.77734375,407,638,96,63
7,9,car,0.7880859375,522,632,56,31
7,11,truck,0.43212890625,328,601,56,71
7,12,truck,0.56201171875,772,602,165,62
7,14,car,0.56201171875,1036,655,101,57
7,15,truck,0.2081298828125,1076,625,63,31
7,16,car,0.57958984375,207,622,64,41
7,20,car,0.204345703125,74,613,35,30
7,22,car,0.46875,282,626,53,39
7,34,car,0.36669921875,603,638,44,36
7,19,truck,0.5927734375,304,601,103,77
7,41,person,0.46484375,1147,1043,77,70
7,13,car,0.390380859375,648,635,89,37
8,1,car,0.8916015625,1844,758,149,180
8,2,car,0.89111328125,1218,696,191,86
8,3,car,0.8662109375,872,670,125,67
8,4,car,0.89013671875,1405,671,161,83
8,5,car,0.87744140625,1692,700,224,120
8,6,car,0.81982421875,1014,664,138,67
8,7,car,0.85107421875,665,666,114,63
8,8,truck,0.767578125,410,638,98,64
8,9,car,0.77587890625,524,632,56,31
8,11,truck,0.120849609375,327,601,63,73
8,12,truck,0.546875,766,603,160,63
8,14,car,0.515625,1045,656,100,57
8,15,truck,0.25830078125,1066,626,63,29
8,16,car,0.525390625,208,622,63,42
8,20,car,0.1470947265625,75,614,34,29
8,34,car,0.509765625,609,638,44,35
8,19,truck,0.73583984375,306,602,105,77
8,41,person,0.486328125,1145,1040,75,76
8,46,car,0.60400390625,1569,649,92,23
8,13,car,0.1259765625,651,635,83,37
9,1,car,0.8662109375,1865,761,109,182
9,2,car,0.89306640625,1232,698,195,85
9,3,car,0.87890625,879,670,125,68
9,4,car,0.88720703125,1420,672,165,84
9,5,car,0.88623046875,1720,701,236,123
9,6,car,0.84716796875,1023,665,140,68
9,7,car,0.84912109375,673,666,116,63
9,8,truck,0.80908203125,414,639,98,65
9,9,car,0.78125,527,632,55,31
9,11,truck,0.193115234375,328,602,63,74
9,12,truck,0.57177734375,759,602,157,61
9,14,car,0.455078125,1060,655,87,54
9,15,truck,0.1251220703125,1053,625,64,25
9,16,car,0.51953125,209,621,62,41
9,34,car,0.59814453125,612,638,42,36
9,19,truck,0.77197265625,308,602,106,76
9,41,person,0.33642578125,1137,1037,89,82
9,46,car,0.56787109375,1555,648,105,22
9,13,car,0.1800537109375,658,636,82,37
10,1,car,0.83447265625,1883,765,67,185
10,2,car,0.89501953125,1246,699,197,86
10,3,car,0.8798828125,887,670,128,67
10,4,car,0.89501953125,1434,673,167,85
10,5,car,0.880859375,1747,702,256,123
10,6,car,0.85595703125,1031,666,141,69
10,7,car,0.84814453125,680,667,117,62
10,8,truck,0.79833984375,419,639,99,65
10,9,car,0.76220703125,530,632,55,32
10,12,truck,0.46875,753,601,155,59
10,14,car,0.312255859375,1065,656,95,54
10,15,car,0.1329345703125,1044,624,68,22
10,16,car,0.552734375,211,622,62,40
10,34,car,0.453369140625,618,638,47,38
10,19,truck,0.79833984375,309,603,106,78
10,41,person,0.478515625,1129,1035,104,86
10,46,car,0.546875,1539,649,96,24
10,13,car,0.443603515625,665,638,90,40
11,1,car,0.609375,1904,763,27,148
11,2,car,0.90478515625,1261,700,200,88
11,3,car,0.87158203125,893,671,129,68
11,4,car,0.89013671875,1450,673,171,86
11,5,car,0.89501953125,1776,704,271,124
11,6,car,0.8388671875,1040,667,140,68
11,7,car,0.83203125,687,668,119,62
11,8,truck,0.83642578125,422,639,101,66
11,9,car,0.73583984375,532,631,54,33
11,12,truck,0.6259765625,747,601,155,58
11,14,car,0.50390625,1077,657,90,58
11,15,car,0.291015625,1028,625,68,22
11,16,car,0.56982421875,212,622,62,40
11,34,car,0.56982421875,621,639,44,37
11,19,truck,0.80908203125,310,602,106,76
11,41,person,0.54296875,1124,1034,111,88
11,46,car,0.2239990234375,1521,648,74,24
11,13,car,0.54296875,670,640,92,42
11,18,car,0.46484375,113,623,48,33
11,22,car,0.445556640625,291,625,58,36
12,2,car,0.9013671875,1276,701,203,89
12,3,car,0.88232421875,901,671,129,68
12,4,car,0.888671875,1464,674,175,86
12,5,car,0.908203125,1790,706,259,127
12,6,car,0.83544921875,1052,667,145,69
12,7,car,0.830078125,694,668,120,63
12,8,truck,0.75927734375,427,639,101,66
12,9,car,0.7607421875,535,630,55,35
12,12,truck,0.6279296875,742,601,152,58
12,14,car,0.401611328125,1087,656,90,55
12,15,car,0.39599609375,1016,625,66,23
12,16,car,0.638671875,213,623,62,41
12,34,car,0.5830078125,626,639,46,38
12,19,truck,0.80419921875,311,602,106,75
12,41,person,0.56591796875,1121,1033,113,88
12,13,car,0.6298828125,673,640,91,43
12,18,car,0.4091796875,114,624,47,34
12,22,car,0.37744140625,294,625,57,38
13,2,car,0.90185546875,1292,702,208,89
13,3,car,0.87744140625,908,672,132,69
13,4,car,0.8955078125,1480,675,177,88
13,5,car,0.8984375,1800,707,238,128
13,6,car,0.8447265625,1062,668,150,69
13,7,car,0.8388671875,702,669,120,64
13,8,truck,0.77880859375,431,639,102,67
13,9,car,0.75048828125,540,630,56,35
13,12,truck,0.7734375,735,601,156,58
13,14,car,0.1656494140625,1100,652,79,45
13,15,car,0.24365234375,1008,628,61,26
13,16,car,0.418701171875,216,622,60,39
13,34,car,0.638671875,629,640,44,39
13,19,truck,0.8310546875,313,602,103,75
13,41,person,0.521484375,1118,1034,112,88
13,13,car,0.67919921875,678,641,93,44
13,18,car,0.1993408203125,116,624,44,36
13,22,car,0.5546875,296,626,57,37
14,2,car,0.91357421875,1308,703,212,91
14,3,car,0.87890625,915,672,133,70
14,4,car,0.87841796875,1496,676,179,88
14,5,car,0.90673828125,1812,708,215,130
14,6,car,0.8408203125,1071,668,149,70
14,7,car,0.83544921875,709,670,122,64
14,8,truck,0.763671875,435,639,104,67
14,9,car,0.77880859375,543,630,58,37
14,12,truck,0.6875,730,601,154,58
14,14,car,0.43017578125,1107,655,84,54
14,15,car,0.3056640625,993,627,70,26
14,16,car,0.494140625,217,622,60,40
14,34,car,0.5830078125,632,640,42,39
14,19,truck,0.81640625,315,602,103,76
14,41,person,0.3115234375,1116,1034,109,87
14,13,car,0.66015625,683,644,92,50
14,18,car,0.453369140625,116,624,44,35
14,22,car,0.368408203125,298,625,56,40
14,17,car,0.7216796875,1255,640,69,23
15,2,car,0.9111328125,1324,704,215,91
15,3,car,0.8818359375,923,672,134,71
15,4,car,0.8916015625,1513,677,182,90
15,5,car,0.90380859375,1823,709,193,130
15,6,car,0.8310546875,1081,669,152,71
15,7,car,0.83642578125,716,670,123,65
15,8,truck,0.73095703125,440,640,103,67
15,9,car,0.708984375,546,631,58,35
15,12,truck,0.64794921875,725,601,154,58
15,15,car,0.2421875,983,627,77,26
15,16,car,0.341552734375,221,622,60,38
15,34,car,0.64794921875,634,640,38,38
15,19,truck,0.796875,317,603,104,78
15,41,person,0.110107421875,1114,1035,108,84
15,13,car,0.69287109375,687,648,92,57
15,18,car,0.482421875,118,625,46,33
15,22,car,0.2281494140625,299,626,57,39
15,64,car,0.525390625,797,626,48,15
15,17,car,0.6318359375,1243,640,72,21
16,2,car,0.90380859375,1340,706,217,93
16,3,car,0.8818359375,930,672,135,71
16,4,car,0.89111328125,1530,677,184,90
16,5,car,0.88330078125,1834,709,171,128
16,6,car,0.84716796875,1092,668,155,74
16,7,car,0.865234375,723,670,125,66
16,8,truck,0.7880859375,444,640,105,68
16,9,car,0.73583984375,550,632,57,33
16,12,truck,0.609375,722,602,150,60
16,15,car,0.1412353515625,973,627,74,26
16,16,car,0.486328125,222,623,59,39
16,34,car,0.505859375,638,640,38,39
16,19,truck,0.8173828125,319,602,103,77
16,41,person,0.2451171875,1123,1036,87,82
16,13,car,0.74609375,693,650,94,61
16,18,car,0.501953125,119,625,46,33
16,22,car,0.401611328125,302,626,61,41
16,64,car,0.31396484375,790,625,49,15
16,17,car,0.470703125,1230,639,71,19
16,69,car,0.505859375,1400,663,89,60
17,2,car,0.90283203125,1357,707,221,94
17,3,car,0.87744140625,937,673,135,73
17,4,car,0.8974609375,1547,678,186,91
17,5,car,0.86328125,1846,709,147,126
17,6,car,0.8388671875,1101,668,155,75
17,7,car,0.85791015625,732,671,124,66
17,8,truck,0.69091796875,448,640,107,68
17,9,car,0.75634765625,553,633,58,33
17,12,truck,0.62451171875,711,612,161,79
17,15,car,0.4072265625,963,627,72,27
17,16,car,0.60400390625,224,623,62,41
17,34,car,0.2568359375,644,640,40,38
17,19,truck,0.8017578125,321,601,104,75
17,41,cow,0.1044921875,1126,1039,76,78
17,13,car,0.67919921875,699,652,95,63
17,18,car,0.462890625,119,625,45,31
17,22,car,0.486328125,305,626,61,41
17,64,car,0.350341796875,781,625,50,16
17,17,car,0.265869140625,1214,639,81,19
17,69,car,0.10894775390625,1400,664,113,61
18,2,car,0.908203125,1374,708,224,94
18,3,car,0.8759765625,944,674,137,72
18,4,car,0.89697265625,1565,679,190,92
18,5,car,0.84375,1858,708,123,128
18,6,car,0.841796875,1112,669,158,75
18,7,car,0.8623046875,740,671,125,67
18,8,truck,0.81298828125,453,640,108,70
18,9,car,0.77734375,556,633,59,33
18,12,truck,0.39990234375,709,615,158,85
18,15,car,0.162353515625,951,627,66,26
18,16,car,0.515625,226,624,60,42
18,34,car,0.509765625,646,641,38,38
18,19,truck,0.845703125,322,603,105,78
18,41,cow,0.10968017578125,1127,1040,73,76
18,13,car,0.69287109375,705,652,97,63
18,18,car,0.55078125,122,624,48,31
18,22,car,0.2783203125,309,627,60,40
18,64,car,0.319091796875,775,625,51,16
18,17,car,0.403564453125,1206,639,77,19
18,74,car,0.642578125,1367,643,99,22
18,75,truck,0.466796875,713,605,148,65
19,2,car,0.91650390625,1392,709,227,95
19,3,car,0.88232421875,953,674,139,72
19,4,car,0.892578125,1582,680,194,94
19,5,car,0.8115234375,1871,712,97,124
19,6,car,0.85595703125,1121,670,157,76
19,7,car,0.8623046875,747,672,127,68
19,8,truck,0.740234375,457,640,109,70
19,9,car,0.71875,559,633,59,33
19,15,car,0.25390625,942,627,67,27
19,16,car,0.46875,228,625,63,43
19,34,car,0.4609375,655,641,47,39
19,19,truck,0.82568359375,324,602,105,77
19,41,cow,0.11920166015625,1127,1041,71,73
19,13,car,0.71044921875,711,652,98,65
19,18,car,0.39794921875,123,624,46,31
19,22,car,0.552734375,310,627,60,40
19,64,car,0.1412353515625,771,626,46,16
19,74,car,0.708984375,1352,643,90,22
19,75,truck,0.4609375,707,608,149,69
20,2,car,0.91259765625,1409,710,230,97
20,3,car,0.8818359375,961,675,140,72
20,4,car,0.8974609375,1600,681,197,94
20,5,car,0.806640625,1883,715,72,122
20,6,car,0.85498046875,1132,670,159,77
20,7,car,0.8427734375,755,673,128,69
20,8,truck,0.8291015625,462,639,109,73
20,9,car,0.66357421875,562,634,59,32
20,15,car,0.357666015625,934,626,70,27
20,16,car,0.521484375,228,625,59,42
20,34,car,0.6259765625,664,641,54,39
20,19,truck,0.81298828125,326,602,107,77
20,41,cow,0.1357421875,1126,1043,69,70
20,13,car,0.74755859375,719,653,102,64
20,18,car,0.4072265625,124,623,45,32
20,22,car,0.57568359375,313,627,59,40
20,74,car,0.66552734375,1331,642,89,21
20,75,truck,0.5830078125,702,603,148,58
20,26,car,0.43017578125,1730,655,137,25
21,2,car,0.90966796875,1427,712,235,98
21,3,car,0.892578125,969,676,141,73
21,4,car,0.88232421875,1619,682,200,95
21,5,car,0.751953125,1896,719,44,119
21,6,car,0.88427734375,1141,671,159,78
21,7,car,0.8662109375,762,673,131,69
21,8,truck,0.79296875,467,640,112,74
21,9,car,0.5546875,565,634,60,32
21,15,car,0.2239990234375,927,625,63,27
21,16,car,0.437744140625,230,625,59,43
21,34,car,0.6494140625,669,642,57,39
21,19,truck,0.8115234375,327,602,105,76
21,41,cow,0.11358642578125,1125,1043,70,70
21,13,car,0.75927734375,725,653,104,66
21,18,car,0.394287109375,127,623,48,31
21,22,car,0.5947265625,316,627,58,40
21,74,car,0.71533203125,1311,642,86,21
21,75,truck,0.552734375,696,601,148,55
21,26,car,0.11199951171875,1726,655,129,27
22,2,car,0.9111328125,1446,713,239,99
22,3,car,0.8916015625,977,676,143,74
22,4,car,0.88330078125,1639,683,203,96
22,5,car,0.5888671875,1909,719,18,87
22,6,car,0.8681640625,1152,671,161,80
22,7,car,0.8759765625,770,674,131,70
22,8,truck,0.7919921875,471,640,114,75
22,9,car,0.3720703125,570,634,58,32
22,15,car,0.25830078125,919,625,62,26
22,16,car,0.449462890625,231,627,62,42
22,34,car,0.6943359375,673,642,55,40
22,19,truck,0.79443359375,329,602,107,76
22,41,cow,0.11126708984375,1123,1042,71,71
22,13,car,0.81298828125,728,653,99,67
22,18,car,0.31396484375,127,624,49,32
22,22,car,0.56787109375,319,626,56,42
22,74,car,0.71044921875,1293,641,86,21
22,75,truck,0.60400390625,689,600,145,53
22,26,car,0.161376953125,1711,654,95,27
22,88,car,0.4921875,1062,649,105,58
23,2,car,0.9052734375,1465,714,243,99
23,3,car,0.88818359375,985,677,144,75
23,4,car,0.89306640625,1658,684,206,97
23,6,car,0.8740234375,1163,672,164,80
23,7,car,0.87841796875,779,675,132,70
23,8,truck,0.81298828125,476,640,116,75
23,9,car,0.60595703125,574,635,57,32
23,15,car,0.29248046875,909,624,66,25
23,16,car,0.39794921875,235,627,65,43
23,34,car,0.6875,678,642,57,40
23,19,truck,0.822265625,331,602,108,77
23,13,car,0.78515625,732,653,97,68
23,18,car,0.341552734375,127,621,46,35
23,22,car,0.62060546875,320,627,61,42
23,74,car,0.642578125,1273,641,89,20
23,75,truck,0.68603515625,685,600,141,52
23,88,car,0.4111328125,1060,649,100,59
24,2,car,0.90283203125,1484,715,248,101
24,3,car,0.89111328125,993,677,146,76
24,4,car,0.89501953125,1677,685,211,98
24,6,car,0.88623046875,1173,672,167,82
24,7,car,0.88232421875,787,675,134,70
24,8,truck,0.861328125,480,640,117,76
24,9,car,0.673828125,578,635,56,32
24,15,car,0.299072265625,900,624,71,25
24,16,car,0.451416015625,238,628,63,40
24,34,car,0.6669921875,682,642,54,40
24,19,truck,0.83984375,332,601,109,75
24,13,car,0.80419921875,737,653,96,67
24,18,car,0.394287109375,130,623,46,32
24,22,car,0.5849609375,321,627,63,43
24,74,car,0.53515625,1262,642,79,21
24,75,truck,0.6298828125,680,600,141,51
24,88,car,0.53125,1058,650,99,58
25,2,car,0.90966796875,1504,716,252,102
25,3,car,0.884765625,1002,678,147,77
25,4,car,0.8974609375,1698,686,213,101
25,6,car,0.8955078125,1184,673,168,82
25,7,car,0.87646484375,795,676,135,71
25,8,truck,0.78662109375,484,641,120,76
25,9,car,0.67919921875,582,635,54,32
25,15,car,0.4072265625,893,624,75,25
25,16,car,0.449462890625,240,626,61,41
25,34,car,0.63525390625,685,642,53,41
25,19,truck,0.8388671875,334,601,111,74
25,13,car,0.80078125,742,654,98,67
25,18,car,0.422607421875,131,624,45,31
25,22,car,0.6298828125,323,627,64,43
25,74,car,0.24365234375,1251,642,66,22
25,75,truck,0.67578125,675,600,138,51
25,88,car,0.2254638671875,1055,651,101,59
25,93,car,0.363037109375,194,620,46,36
25,94,car,0.39794921875,95,620,42,36
26,2,car,0.9052734375,1525,719,257,103
26,3,car,0.88427734375,1011,678,149,77
26,4,car,0.89697265625,1719,687,216,102
26,6,car,0.86865234375,1195,674,170,82
26,7,car,0.880859375,802,677,137,71
26,8,truck,0.81640625,489,641,123,77
26,9,car,0.69287109375,585,635,59,33
26,15,car,0.27978515625,884,623,66,24
26,16,car,0.5830078125,241,626,59,43
26,34,car,0.60009765625,691,643,56,40
26,19,truck,0.78515625,335,601,110,74
26,13,car,0.7890625,749,654,98,68
26,18,car,0.350341796875,132,623,45,31
26,22,car,0.56591796875,325,628,65,44
26,75,truck,0.6494140625,671,600,136,53
26,93,car,0.394287109375,194,619,47,37
26,94,car,0.33447265625,95,620,42,34
27,2,car,0.91845703125,1545,721,262,105
27,3,car,0.88232421875,1019,679,150,77
27,4,car,0.900390625,1740,688,220,104
27,6,car,0.8955078125,1205,674,173,83
27,7,car,0.88720703125,811,678,138,72
27,8,truck,0.79931640625,492,642,123,78
27,9,car,0.6513671875,589,636,58,33
27,15,car,0.33642578125,878,623,73,25
27,16,car,0.60009765625,242,626,59,44
27,34,car,0.73095703125,700,642,65,42
27,19,truck,0.78515625,336,601,111,74
27,13,car,0.80078125,754,655,99,69
27,18,car,0.388671875,132,623,43,30
27,22,car,0.57568359375,328,628,65,44
27,75,truck,0.546875,666,603,131,58
27,93,car,0.418701171875,197,619,46,36
27,94,car,0.307373046875,96,620,42,33
27,98,person,0.362060546875,1082,1033,115,89
28,2,car,0.92041015625,1567,722,268,106
28,3,car,0.8896484375,1029,680,150,77
28,4,car,0.89013671875,1762,689,226,105
28,6,car,0.88818359375,1216,675,176,85
28,7,car,0.87890625,819,679,140,73
28,8,truck,0.69091796875,499,642,119,78
28,9,car,0.62060546875,594,636,56,34
28,15,car,0.281494140625,867,623,65,24
28,16,car,0.54296875,244,626,61,45
28,34,car,0.7373046875,702,642,59,44
28,19,truck,0.81982421875,339,602,112,77
28,13,car,0.810546875,760,656,99,69
28,18,car,0.470703125,135,624,46,32
28,22,car,0.490234375,330,628,64,44
28,75,truck,0.5947265625,662,605,131,61
28,93,car,0.373779296875,198,619,45,36
28,94,car,0.401611328125,97,620,41,34
28,98,person,0.132568359375,1080,1032,117,92
29,2,car,0.92138671875,1588,723,274,107
29,3,car,0.888671875,1038,680,153,78
29,4,car,0.8740234375,1783,690,232,106
29,6,car,0.87255859375,1228,676,177,85
29,7,car,0.90478515625,827,679,143,73
29,8,truck,0.716796875,506,643,119,76
29,9,car,0.71044921875,599,636,52,33
29,15,car,0.291015625,859,623,61,25
29,16,car,0.63525390625,246,627,63,45
29,34,car,0.5849609375,704,642,56,44
29,19,truck,0.75927734375,340,602,113,77
29,13,car,0.83203125,767,656,100,69
29,18,car,0.470703125,136,625,44,32
29,22,car,0.64404296875,333,628,63,44
29,75,truck,0.56982421875,659,606,133,63
29,93,car,0.392333984375,199,623,43,32
29,94,car,0.4072265625,98,622,42,34
29,98,person,0.32080078125,1076,1030,117,93
29,101,car,0.50390625,1513,647,107,21
30,2,car,0.9150390625,1611,724,280,109
30,3,car,0.87744140625,1047,681,155,79
30,4,car,0.88623046875,1802,691,234,107
30,6,car,0.83544921875,1239,677,179,84
30,7,car,0.89404296875,835,679,144,74
30,8,truck,0.78515625,512,644,120,76
30,9,car,0.7041015625,602,636,55,35
30,15,car,0.33447265625,852,623,62,26
30,16,car,0.51171875,248,628,64,45
30,34,car,0.7265625,709,643,56,42
30,19,truck,0.81298828125,343,602,115,76
30,13,car,0.8408203125,775,657,104,70
30,18,car,0.441650390625,138,626,44,33
30,22,car,0.69580078125,336,628,63,44
30,75,truck,0.609375,655,605,131,60
30,93,car,0.359375,200,624,44,31
30,94,car,0.302490234375,99,622,43,35
30,98,person,0.447509765625,1071,1030,118,93
30,101,car,0.56591796875,1493,647,106,21
31,2,car,0.923828125,1634,725,284,110
31,3,car,0.8896484375,1056,681,156,80
31,4,car,0.880859375,1814,692,210,107
31,6,car,0.8681640625,1254,678,176,86
31,7,car,0.8857421875,844,680,145,74
31,8,truck,0.70556640625,519,645,119,77
31,9,car,0.70068359375,606,636,55,35
31,15,car,0.1981201171875,847,623,64,26
31,16,car,0.56201171875,250,628,65,46
31,34,car,0.71044921875,714,643,54,41
31,19,truck,0.80908203125,344,603,117,79
31,13,car,0.8310546875,781,657,105,69
31,18,car,0.39794921875,139,625,44,33
31,22,car,0.498046875,339,629,63,43
31,75,truck,0.67724609375,648,603,131,57
31,93,car,0.453369140625,202,623,43,32
31,94,car,0.312255859375,100,621,46,37
31,98,person,0.52734375,1067,1031,119,93
31,101,car,0.57177734375,1472,647,98,20
31,105,car,0.544921875,1179,664,56,49
32,2,car,0.92236328125,1656,728,288,112
32,3,car,0.8740234375,1066,682,158,81
32,4,car,0.8798828125,1825,692,189,107
32,6,car,0.87744140625,1267,678,177,86
32,7,car,0.87255859375,853,681,147,74
32,8,truck,0.74169921875,524,643,121,81
32,9,car,0.56787109375,608,636,58,36
32,15,car,0.1602783203125,840,624,51,26
32,16,car,0.607421875,252,629,64,45
32,34,car,0.72021484375,720,644,57,41
32,19,truck,0.77880859375,347,603,118,80
32,13,car,0.85693359375,788,658,106,70
32,18,car,0.453369140625,141,626,42,32
32,22,car,0.59814453125,342,629,63,43
32,75,truck,0.640625,644,604,130,57
32,93,car,0.35400390625,203,623,43,33
32,94,car,0.24658203125,101,621,45,37
32,98,person,0.453369140625,1061,1031,118,91
32,101,car,0.67919921875,1448,646,101,19
32,105,car,0.5908203125,1191,665,59,52
33,2,car,0.916015625,1682,730,293,114
33,3,car,0.88623046875,1075,683,161,81
33,4,car,0.85986328125,1837,692,164,108
33,6,car,0.89306640625,1281,679,179,88
33,7,car,0.8759765625,861,682,148,76
33,8,truck,0.7578125,530,645,122,79
33,9,car,0.56787109375,612,636,57,35
33,15,car,0.1571044921875,830,623,52,24
33,16,car,0.62060546875,255,629,64,46
33,34,car,0.72314453125,726,644,58,42
33,19,truck,0.79443359375,350,603,121,80
33,13,car,0.85400390625,793,658,105,71
33,18,car,0.4091796875,142,627,43,32
33,22,car,0.53125,345,629,64,43
33,75,truck,0.53515625,640,604,128,59
33,93,car,0.470703125,206,623,43,30
33,94,car,0.1800537109375,103,622,43,35
33,98,person,0.556640625,1055,1031,119,90
33,101,car,0.57958984375,1426,645,101,20
